SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,SSL_SCORE_RANK
292,40-50,1,1,1,1,1,0,0.6,1,192444
292,40-50,0,1,1,0,1,5,-0.2,0,192444
292,40-50,1,1,1,0,1,0,0.3,0,192444
292,40-50,1,1,1,0,1,1,0.9,0,192444
292,40-50,1,1,1,0,1,0,0.3,0,192444
292,40-50,1,1,0,0,0,4,0.2,0,192444
291,40-50,1,1,1,0,1,1,0.0,0,196216
291,40-50,1,1,0,1,0,0,0.3,1,196216
291,40-50,0,1,0,1,0,2,0.3,1,196216
291,40-50,0,1,1,0,0,1,-0.2,0,196216
291,40-50,1,1,0,1,0,0,0.5,1,196216
291,40-50,0,1,1,1,1,1,0.3,1,196216
291,40-50,1,1,1,0,0,0,0.7,0,196216
291,40-50,0,1,0,2,0,0,2.4,1,196216
291,40-50,0,1,1,0,1,3,1.2,0,196216
290,40-50,0,1,1,1,1,0,0.9,0,197680
290,40-50,1,1,1,0,1,3,1.0,0,197680
290,40-50,1,1,1,0,0,2,-0.3,0,197680
290,40-50,0,1,1,0,1,1,0.5,0,197680
290,40-50,0,1,0,2,1,0,-0.1,2,197680
290,40-50,1,1,1,0,0,0,0.3,0,197680
290,40-50,0,1,1,0,0,1,0.3,0,197680
290,40-50,1,1,1,0,0,0,0.1,0,197680
290,40-50,1,0,1,0,0,0,-0.3,0,197680
290,40-50,0,1,0,0,0,1,-0.1,0,197680
290,40-50,1,1,1,0,0,0,0.3,0,197680
290,40-50,0,0,2,0,0,0,-0.5,0,197680
290,40-50,0,1,0,2,1,1,0.9,2,197680
290,40-50,0,1,2,0,0,0,-0.2,0,197680
290,40-50,1,0,1,0,0,0,0.1,0,197680
289,40-50,0,1,1,0,0,0,0.3,0,198821
289,40-50,0,1,1,1,1,2,-0.2,1,198821
289,40-50,0,1,0,0,1,1,2.7,0,198821
289,40-50,1,1,1,0,1,1,-0.1,0,198821
289,40-50,0,1,0,2,0,0,0.0,2,198821
289,40-50,0,1,2,0,0,0,-0.3,0,198821
289,40-50,0,0,1,1,0,0,0.2,1,198821
289,40-50,0,0,1,1,0,0,0.6,0,198821
289,40-50,0,1,1,1,1,0,-0.7,1,198821
289,40-50,0,0,0,0,1,2,0.2,0,198821
288,40-50,0,1,0,2,1,0,0.0,2,203463
288,40-50,0,1,1,1,1,1,0.2,1,203463
288,40-50,0,1,1,1,1,0,0.0,1,203463
288,40-50,1,1,1,0,1,0,-0.2,0,203463
288,40-50,0,1,0,0,1,6,-0.8,0,203463
288,40-50,1,0,0,0,0,2,0.7,0,203463
288,40-50,0,1,2,0,0,0,0.1,0,203463
288,40-50,0,1,1,0,1,0,1.8,0,203463
288,40-50,0,1,1,0,1,0,0.0,0,203463
288,40-50,0,1,0,3,1,1,-0.7,3,203463
288,40-50,0,0,1,0,1,1,0.4,0,203463
288,40-50,0,1,0,1,0,3,0.4,1,203463
288,40-50,0,1,1,0,1,0,0.1,0,203463
287,40-50,0,0,1,1,0,0,0.0,0,207129
287,40-50,0,1,0,0,0,1,2.1,0,207129
287,40-50,0,1,2,0,0,0,0.3,0,207129
287,40-50,1,1,1,0,0,1,-0.1,0,207129
287,40-50,0,1,0,0,0,7,0.7,0,207129
287,40-50,0,1,0,1,0,3,0.5,1,207129
287,40-50,1,1,1,0,1,2,0.2,0,207129
287,40-50,0,1,0,1,0,0,0.3,1,207129
287,40-50,0,1,0,2,1,1,0.1,1,207129
286,40-50,1,1,1,0,0,0,0.1,0,208200
286,40-50,0,1,0,2,1,1,0.5,2,208200
286,40-50,0,1,1,0,1,0,0.6,0,208200
286,40-50,0,1,0,0,1,10,0.0,0,208200
286,40-50,0,1,2,0,1,0,0.4,0,208200
286,40-50,0,1,0,1,0,0,0.3,1,208200
286,40-50,0,1,1,0,1,3,0.7,0,208200
286,40-50,0,0,0,0,0,0,0.0,0,208200
286,40-50,0,1,0,2,0,1,0.5,2,208200
286,40-50,1,1,1,0,0,0,-0.1,0,208200
286,40-50,1,1,1,0,0,0,0.1,0,208200
286,40-50,0,1,2,0,0,0,-1.2,0,208200
286,40-50,0,0,1,2,0,0,0.4,0,208200
286,40-50,0,1,0,2,1,0,-0.3,2,208200
286,40-50,0,0,2,0,0,0,0.0,0,208200
286,40-50,0,1,0,3,1,2,-1.2,1,208200
285,40-50,1,1,1,0,1,1,-0.3,0,209423
285,40-50,0,1,0,2,0,0,0.7,1,209423
285,40-50,0,1,1,1,0,0,-0.3,1,209423
285,40-50,0,1,1,1,0,0,0.6,0,209423
285,40-50,0,1,1,1,0,0,0.7,0,209423
285,40-50,0,1,0,2,1,0,-0.2,2,209423
285,40-50,0,0,1,0,0,0,0.7,0,209423
285,40-50,1,1,1,0,1,1,-0.1,0,209423
284,40-50,0,1,0,4,1,0,0.3,0,213902
284,40-50,0,1,0,2,1,7,-0.9,2,213902
284,40-50,0,0,2,0,0,0,-0.1,0,213902
284,40-50,0,1,0,1,0,5,0.4,0,213902
284,40-50,0,0,1,1,0,0,0.8,0,213902
284,40-50,1,1,0,1,1,0,0.1,1,213902
284,40-50,0,1,2,0,0,0,-0.3,0,213902
284,40-50,0,0,1,0,0,0,0.6,0,213902
284,40-50,0,1,2,0,0,1,0.3,0,213902
284,40-50,0,0,1,0,0,0,0.6,0,213902
284,40-50,1,1,1,0,0,0,0.2,0,213902
284,40-50,1,1,0,1,1,1,0.9,0,213902
284,40-50,0,0,2,0,0,1,-0.1,0,213902
284,40-50,0,1,2,0,0,0,-0.3,0,213902
284,40-50,1,1,1,0,0,1,-0.6,0,213902
284,40-50,0,0,1,0,0,1,0.3,0,213902
284,40-50,1,1,1,0,0,2,0.7,0,213902
284,40-50,0,0,1,0,0,4,0.0,0,213902
284,40-50,0,1,1,1,1,0,-0.2,1,213902
284,40-50,0,1,0,2,1,1,0.2,0,213902
283,40-50,0,1,1,0,1,0,0.4,0,216106
283,40-50,0,1,1,0,1,1,-0.1,0,216106
283,40-50,0,1,1,0,0,1,0.3,0,216106
283,40-50,0,1,0,0,0,0,1.0,0,216106
283,40-50,0,1,1,0,1,2,0.1,0,216106
283,40-50,1,1,1,0,1,0,-0.2,0,216106
283,40-50,0,1,1,0,1,1,0.3,0,216106
283,40-50,1,1,1,0,1,0,-0.8,0,216106
283,40-50,0,1,0,2,1,0,0.2,2,216106
283,40-50,0,1,2,0,0,0,-0.4,0,216106
283,40-50,0,1,0,1,0,0,0.6,1,216106
283,40-50,0,1,0,0,1,1,0.3,0,216106
283,40-50,0,1,1,0,1,0,0.4,0,216106
283,40-50,0,1,0,0,0,3,0.5,0,216106
283,40-50,0,1,1,0,1,2,0.1,0,216106
283,40-50,1,0,1,0,0,1,-0.3,0,216106
283,40-50,1,1,1,0,0,0,-0.3,0,216106
282,40-50,1,1,1,0,0,0,0.1,0,218517
282,40-50,0,1,1,0,1,3,-0.4,0,218517
282,40-50,0,1,1,0,1,2,-0.1,0,218517
282,40-50,0,1,0,1,1,1,0.4,1,218517
282,40-50,1,1,0,1,1,3,-1.3,0,218517
282,40-50,0,0,1,0,0,0,0.4,0,218517
282,40-50,0,1,0,1,0,0,0.0,1,218517
282,40-50,0,0,1,1,0,0,-0.1,0,218517
282,40-50,0,1,1,0,1,2,0.3,0,218517
282,40-50,0,1,0,3,1,1,-0.7,1,218517
282,40-50,0,1,1,0,1,2,0.7,0,218517
282,40-50,0,1,0,1,1,1,-0.9,0,218517
282,40-50,0,1,0,1,0,5,1.7,1,218517
282,40-50,0,1,1,0,0,1,0.1,0,218517
282,40-50,0,1,0,1,1,0,0.3,1,218517
282,40-50,0,1,0,1,1,6,-0.5,1,218517
282,40-50,1,1,1,0,0,0,-0.1,0,218517
282,40-50,0,1,0,2,1,3,-0.6,0,218517
282,40-50,0,1,1,1,1,0,-0.1,1,218517
282,40-50,0,1,1,0,1,1,0.6,0,218517
282,40-50,0,1,0,1,1,0,0.6,1,218517
282,40-50,0,1,0,0,1,8,1.2,0,218517
282,40-50,0,0,1,1,0,0,-0.1,0,218517
282,40-50,0,1,0,0,1,4,1.6,0,218517
281,40-50,0,1,1,0,0,0,0.1,0,219814
281,40-50,0,1,0,2,0,0,0.0,2,219814
281,40-50,0,0,0,0,0,1,-0.3,0,219814
281,40-50,0,1,0,1,0,0,0.3,1,219814
281,40-50,0,1,1,1,0,0,0.2,1,219814
281,40-50,0,1,2,0,0,0,-0.5,0,219814
281,40-50,0,1,0,1,1,0,1.1,0,219814
281,40-50,1,1,1,0,0,2,-0.2,0,219814
281,40-50,0,1,0,1,1,1,0.3,1,219814
281,40-50,0,1,1,0,1,0,0.9,0,219814
281,40-50,0,1,1,0,1,0,0.1,0,219814
281,40-50,0,1,1,0,1,0,0.3,0,219814
281,40-50,0,1,0,1,1,0,0.7,1,219814
281,40-50,0,1,1,1,0,0,-0.8,1,219814
281,40-50,0,1,1,1,1,2,-0.8,1,219814
281,40-50,0,1,1,0,1,0,2.0,0,219814
281,40-50,0,1,0,0,1,6,1.7,0,219814
281,40-50,0,0,0,1,0,0,0.1,1,219814
281,40-50,0,1,0,1,0,1,0.5,1,219814
281,40-50,0,1,1,1,1,1,0.3,1,219814
280,40-50,1,1,1,0,1,0,0.3,0,222603
280,40-50,0,1,2,0,1,0,0.0,0,222603
280,40-50,0,1,1,1,1,1,0.4,0,222603
280,40-50,0,1,1,0,1,0,0.8,0,222603
280,40-50,0,1,1,0,1,0,0.2,0,222603
280,40-50,0,1,0,0,0,4,2.4,0,222603
280,40-50,0,1,1,0,0,0,0.3,0,222603
280,40-50,0,1,1,1,1,1,-0.6,0,222603
280,40-50,0,1,1,1,1,1,0.4,0,222603
280,40-50,0,1,0,3,0,0,0.6,1,222603
280,40-50,0,1,1,0,0,4,0.6,0,222603
280,40-50,1,1,1,0,0,0,-0.2,0,222603
280,40-50,0,1,0,1,1,3,-0.1,1,222603
280,40-50,0,1,0,1,0,2,0.3,1,222603
280,40-50,0,1,1,1,1,2,-0.3,0,222603
280,40-50,0,1,0,0,0,2,0.1,0,222603
280,40-50,0,1,0,1,1,2,0.3,0,222603
279,40-50,1,1,1,0,0,1,0.4,0,226297
279,40-50,0,1,0,1,1,0,-0.1,1,226297
279,40-50,0,1,1,0,0,0,0.3,0,226297
279,40-50,1,1,1,0,0,0,-0.3,0,226297
279,40-50,1,1,1,0,1,2,0.0,0,226297
279,40-50,0,1,0,1,1,4,0.1,1,226297
279,40-50,0,0,1,0,0,1,1.2,0,226297
279,40-50,0,1,0,1,1,0,0.2,1,226297
279,40-50,1,0,1,0,0,1,-0.2,0,226297
279,40-50,0,0,1,0,0,0,0.2,0,226297
279,40-50,0,1,0,1,1,2,0.7,1,226297
279,40-50,0,1,0,0,1,5,0.9,0,226297
279,40-50,0,0,1,0,0,0,0.3,0,226297
279,40-50,0,1,1,2,1,1,-0.9,1,226297
279,40-50,0,1,0,2,1,0,0.9,0,226297
279,40-50,0,0,1,0,0,0,0.3,0,226297
279,40-50,0,1,2,0,0,1,-0.4,0,226297
279,40-50,0,1,0,1,0,2,0.8,0,226297
279,40-50,0,1,0,1,0,0,0.3,1,226297
279,40-50,1,1,0,0,1,3,1.1,0,226297
279,40-50,0,1,2,0,1,1,-0.9,0,226297
279,40-50,0,0,0,1,0,0,1.5,1,226297
279,40-50,0,1,2,0,0,0,0.3,0,226297
279,40-50,0,1,1,0,1,0,0.4,0,226297
279,40-50,1,0,1,0,0,0,0.2,0,226297
279,40-50,1,1,1,0,0,0,-0.3,0,226297
279,40-50,0,1,1,0,0,0,0.3,0,226297
279,40-50,1,1,1,0,0,2,-0.6,0,226297
279,40-50,0,1,1,0,1,2,-0.2,0,226297
279,40-50,0,1,0,1,0,0,0.9,1,226297
278,40-50,0,1,2,0,0,2,-0.5,0,228495
278,40-50,0,1,1,0,1,1,0.6,0,228495
278,40-50,0,1,1,0,1,0,0.1,0,228495
278,40-50,0,1,0,1,1,1,0.6,1,228495
278,40-50,1,0,1,0,0,0,-0.1,0,228495
278,40-50,0,1,1,0,0,0,0.3,0,228495
278,40-50,0,1,1,1,0,0,0.2,0,228495
278,40-50,0,0,1,0,0,0,0.1,0,228495
278,40-50,0,1,1,0,1,2,-0.4,0,228495
278,40-50,1,1,1,0,1,1,0.0,0,228495
278,40-50,0,1,1,0,0,1,0.0,0,228495
278,40-50,0,0,1,1,0,0,-0.5,0,228495
278,40-50,0,1,0,0,0,0,0.4,0,228495
278,40-50,0,1,1,0,0,0,0.1,0,228495
278,40-50,0,1,1,1,1,0,-0.7,0,228495
278,40-50,0,1,1,0,0,2,0.1,0,228495
278,40-50,1,0,1,0,0,0,-0.1,0,228495
278,40-50,0,1,0,1,0,1,0.8,1,228495
278,40-50,0,1,1,1,0,2,-0.5,0,228495
278,40-50,0,0,1,0,0,0,-0.3,0,228495
278,40-50,0,1,0,0,1,10,0.6,0,228495
278,40-50,0,0,0,0,0,2,0.0,0,228495
278,40-50,0,1,0,2,1,0,0.4,0,228495
278,40-50,0,1,1,0,1,0,0.6,0,228495
278,40-50,1,1,1,0,0,0,-0.1,0,228495
278,40-50,0,1,2,0,1,0,-0.6,0,228495
278,40-50,0,1,0,1,1,2,0.2,1,228495
278,40-50,0,1,1,0,0,1,-0.1,0,228495
277,40-50,0,1,0,1,1,1,1.3,0,229788
277,40-50,0,1,1,0,1,0,0.3,0,229788
277,40-50,0,1,0,1,0,0,0.8,1,229788
277,40-50,0,1,0,2,1,0,-0.2,1,229788
277,40-50,0,1,0,1,1,0,0.6,1,229788
277,40-50,0,1,0,1,0,0,0.5,1,229788
277,40-50,0,1,1,0,1,3,0.0,0,229788
277,40-50,0,1,1,0,1,2,0.3,0,229788
277,40-50,0,0,1,0,1,1,-0.5,0,229788
277,40-50,0,0,0,1,0,0,0.3,1,229788
277,40-50,0,1,1,1,0,0,-0.5,1,229788
277,40-50,0,1,1,0,0,1,0.1,0,229788
277,40-50,1,1,1,0,0,0,0.1,0,229788
277,40-50,0,1,0,1,0,0,0.6,1,229788
277,40-50,1,1,1,1,1,0,-0.1,0,229788
276,40-50,1,1,1,0,1,0,1.0,0,232534
276,40-50,1,1,0,0,1,0,0.6,0,232534
276,40-50,0,1,1,0,1,0,0.0,0,232534
276,40-50,0,1,0,3,0,3,0.0,0,232534
276,40-50,1,1,0,1,1,0,0.3,1,232534
276,40-50,0,0,0,0,0,1,0.7,0,232534
276,40-50,2,1,1,0,1,1,-0.8,0,232534
276,40-50,1,1,1,0,1,0,0.6,0,232534
276,40-50,0,0,0,3,0,0,0.9,1,232534
276,40-50,0,0,1,2,0,0,-0.3,1,232534
276,40-50,0,1,1,0,0,0,0.4,0,232534
276,40-50,0,0,1,0,0,1,-0.1,0,232534
276,40-50,1,1,1,0,0,0,-0.8,0,232534
276,40-50,0,1,0,1,1,2,0.6,1,232534
276,40-50,0,0,1,1,0,0,-0.1,0,232534
276,40-50,0,1,1,0,0,0,0.7,0,232534
276,40-50,0,1,2,0,1,2,-0.8,0,232534
276,40-50,1,0,0,0,0,2,1.0,0,232534
276,40-50,0,1,1,0,1,0,-0.4,0,232534
276,40-50,0,1,0,2,1,0,-0.7,2,232534
276,40-50,0,1,2,0,1,0,-0.8,0,232534
276,40-50,0,1,1,0,0,0,0.3,0,232534
276,40-50,0,1,0,0,1,5,0.7,0,232534
276,40-50,0,1,1,0,0,1,1.2,0,232534
276,40-50,0,1,1,0,1,3,-0.9,0,232534
276,40-50,0,0,0,2,0,0,0.2,2,232534
276,40-50,0,1,0,1,1,0,2.0,0,232534
276,40-50,1,1,1,0,1,0,0.1,0,232534
276,40-50,0,1,0,2,0,0,0.9,0,232534
275,40-50,0,1,2,1,0,0,-0.4,0,236157
275,40-50,0,1,0,1,1,1,0.0,1,236157
275,40-50,0,1,1,0,1,0,0.2,0,236157
275,40-50,0,1,1,0,0,0,0.3,0,236157
275,40-50,0,1,0,1,0,0,0.6,1,236157
275,40-50,0,0,1,0,0,0,0.6,0,236157
275,40-50,0,1,0,1,1,1,0.7,1,236157
275,40-50,0,0,0,0,0,0,0.1,0,236157
275,40-50,0,0,1,0,0,0,0.1,0,236157
275,40-50,0,1,1,0,1,0,-0.3,0,236157
275,40-50,0,1,0,1,1,0,1.2,0,236157
275,40-50,0,1,1,0,0,0,0.1,0,236157
275,40-50,1,1,1,0,1,0,0.3,0,236157
275,40-50,0,1,1,0,1,2,0.1,0,236157
275,40-50,1,1,0,1,1,0,0.2,0,236157
275,40-50,0,1,0,1,1,1,0.2,1,236157
275,40-50,0,1,1,0,0,0,0.1,0,236157
275,40-50,0,1,0,1,1,0,0.4,1,236157
275,40-50,0,1,1,0,0,0,0.3,0,236157
275,40-50,0,1,1,0,0,0,0.3,0,236157
275,40-50,0,1,1,0,0,0,0.3,0,236157
275,40-50,0,1,1,0,0,0,0.1,0,236157
275,40-50,0,0,1,0,0,0,0.1,0,236157
275,40-50,0,1,0,2,1,0,-0.1,2,236157
275,40-50,0,1,1,1,0,0,-0.1,1,236157
275,40-50,0,1,0,1,1,2,-0.1,1,236157
275,40-50,0,1,0,2,1,1,0.1,0,236157
275,40-50,0,1,1,0,0,0,0.1,0,236157
275,40-50,0,1,1,0,0,0,0.1,0,236157
275,40-50,0,1,2,0,0,0,-0.1,0,236157
275,40-50,0,1,1,0,1,3,-0.3,0,236157
275,40-50,0,0,1,0,0,0,0.3,0,236157
275,40-50,0,1,0,1,0,0,0.6,1,236157
275,40-50,0,0,1,0,0,0,0.1,0,236157
275,40-50,0,0,1,0,0,0,0.1,0,236157
275,40-50,0,1,0,0,0,3,1.3,0,236157
274,40-50,0,1,1,0,0,0,0.4,0,238314
274,40-50,1,1,1,0,0,0,-0.1,0,238314
274,40-50,0,1,0,1,1,3,0.3,1,238314
274,40-50,1,1,1,0,1,1,0.0,0,238314
274,40-50,0,1,1,0,1,3,-0.4,0,238314
274,40-50,0,1,1,0,1,4,-1.1,0,238314
274,40-50,0,1,0,0,1,3,1.4,0,238314
274,40-50,0,0,0,0,0,7,0.4,0,238314
274,40-50,0,1,1,0,0,2,0.5,0,238314
274,40-50,0,1,0,0,1,5,-1.5,0,238314
274,40-50,1,1,0,0,1,4,0.4,0,238314
274,40-50,0,1,0,1,1,0,0.7,1,238314
274,40-50,0,1,2,0,0,0,0.3,0,238314
