SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,SSL_SCORE_RANK
444,20-30,0,1,0,0,1,21,2.0,0,827
444,20-30,0,0,4,0,0,1,0.4,0,827
444,20-30,0,1,0,4,1,2,-0.9,4,827
444,20-30,0,1,1,1,1,1,-0.4,1,827
444,20-30,3,1,2,2,1,0,-1.0,0,827
444,20-30,1,1,1,2,1,1,-0.4,2,827
444,20-30,1,1,1,3,1,0,-0.7,1,827
443,20-30,1,1,1,4,1,1,-0.3,2,865
443,20-30,0,1,3,1,0,3,1.8,0,865
443,20-30,2,1,2,0,1,1,-2.5,0,865
443,20-30,1,1,1,2,1,3,-2.4,1,865
443,20-30,0,1,4,0,1,0,-0.1,0,865
442,20-30,1,1,1,3,1,1,0.4,1,897
442,20-30,1,1,4,0,1,1,-0.1,0,897
442,20-30,0,1,3,0,1,1,1.3,0,897
442,20-30,2,1,2,1,1,0,0.6,0,897
442,20-30,1,0,3,1,0,0,-0.4,0,897
442,20-30,2,1,2,1,1,0,0.0,1,897
442,20-30,2,1,2,2,1,1,-0.7,0,897
442,20-30,2,1,2,1,1,6,-0.8,0,897
441,20-30,1,1,1,0,1,4,-0.9,0,930
441,20-30,1,1,2,0,1,6,0.6,0,930
441,20-30,0,1,4,0,1,1,-0.5,0,930
441,20-30,1,1,1,0,1,7,1.2,0,930
441,20-30,2,1,2,2,0,2,0.0,0,930
441,20-30,0,1,0,0,1,9,-0.6,0,930
440,20-30,3,1,2,1,0,0,-0.1,0,953
440,20-30,2,1,2,0,1,0,0.1,0,953
440,20-30,0,1,0,0,1,15,3.8,0,953
440,20-30,1,1,2,1,1,2,0.6,1,953
440,20-30,2,1,2,1,1,5,-0.4,0,953
440,20-30,1,1,1,1,0,1,0.2,1,953
440,20-30,1,1,2,2,1,2,-1.8,1,953
439,20-30,2,1,2,1,1,0,-0.2,1,982
439,20-30,2,1,3,1,1,0,0.0,1,982
439,20-30,2,1,2,0,1,9,-2.6,0,982
